destination,Afghanistan,Albania,Algeria,American_Samoa,Andorra,Angola,Anguilla,Antigua_and_Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia_(Plurinational_State_of),Bonaire_Sint_Eustatius_and_Saba,Bosnia_and_Herzegovina,Botswana,Brazil,British_Virgin_Islands,Brunei_Darussalam,Bulgaria,Burkina_Faso,Burundi,Cabo_Verde,Cambodia,Cameroon,Canada,Cayman_Islands,Central_African_Republic,Chad,Channel_Islands,Chile,China,Hong_Kong,Macao,Colombia,Comoros,Congo,Cook_Islands,Costa_Rica,C?te_d'Ivoire,Croatia,Cuba,Cura?ao,Cyprus,Czech_Republic,Democratic_People's_Republic_of_Korea,Democratic_Republic_of_the_Congo,Denmark,Djibouti,Dominica,Dominican_Republic,Ecuador,Egypt,El_Salvador,Equatorial_Guinea,Eritrea,Estonia,Ethiopia,Faeroe_Islands,Falkland_Islands_(Malvinas),Fiji,Finland,France,French_Guiana,French_Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy_See,Honduras,Hungary,Iceland,India,Indonesia,Iran_(Islamic_Republic_of),Iraq,Ireland,Isle_of_Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao_People's_Democratic_Republic,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall_Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia_(Federated_States_of),Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New_Caledonia,New_Zealand,Nicaragua,Niger,Nigeria,Niue,Northern_Mariana_Islands,Norway,Oman,Pakistan,Palau,Panama,Papua_New_Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto_Rico,Qatar,Republic_of_Korea,Republic_of_Moldova,R?union,Romania,Russian_Federation,Rwanda,Saint_Helena,Saint_Kitts_and_Nevis,Saint_Lucia,Saint_Pierre_and_Miquelon,Saint_Vincent_and_the_Grenadines,Samoa,San_Marino,Sao_Tome_and_Principe,Saudi_Arabia,Senegal,Serbia,Seychelles,Sierra_Leone,Singapore,Sint_Maarten_(Dutch_part),Slovakia,Slovenia,Solomon_Islands,Somalia,South_Africa,South_Sudan,Spain,Sri_Lanka,State_of_Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syrian_Arab_Republic,Tajikistan,Thailand,The_former_Yugoslav_Republic_of_Macedonia,Timor-Leste,Togo,Tokelau,Tonga,Trinidad_and_Tobago,Tunisia,Turkey,Turkmenistan,Turks_and_Caicos_Islands,Tuvalu,Uganda,Ukraine,United_Arab_Emirates,United_Kingdom_of_Great_Britain_and_Northern_Ireland,United_Republic_of_Tanzania,United_States_of_America,United_States_Virgin_Islands,Uruguay,Uzbekistan,Vanuatu,Venezuela_(Bolivarian_Republic_of),Viet_Nam,Wallis_and_Futuna_Islands,Western_Sahara,Yemen,Zambia,Zimbabwe
Swaziland,,,,,,4,,,,,,8,,,,,,,,,,,,,,,,161,,,,,,7,,,,4,,,,,,,,,,,1,,,,,,,,,,6,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,2,,,,,,,,,,,,,,,,,,,,,,,46196,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,20848,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,281,,,,,,,,,,,
Sweden,3368,293,1320,,,340,,,1913,267,,1760,4731,148,12,42,2307,79,352,943,,17,,7,1845,,40488,38,2747,,,2756,26,65,231,254,84,1791,,8,22,,21091,6920,440,,5749,,125,,162,247,4108,1170,,355,252,44,784,30009,44,36,192,746,1638,1832,8,2399,8056,9356,,,28,153578,4401,,,3,1965,103,29981,770,,8526,,31,,,517,88,61,83,84,,165,11100,2773,8730,1276,40154,38795,870,,1192,4979,153,1793,839,135,995,,635,36,284,1811,15745,16,438,293,,616,94,57,31,755,5,40,68,,,15,104,,847,,11,30,0,,3529,154,98,37,,121,3561,,499,317,9,550,,,33367,5,2435,,157,18,102,3560,4290,31527,1975,,18,7205,58,,9253,5125,88,,,22,,,13,,,656,180,0,36,170,399,,190,536,,10279,798,,3990,4599,799,557,16,12,,1877,11128,51,8135,1856,,182,,15,183,2143,25061,44,,,1880,1146,275,11473,664,11325,,1749,121,,352,8563,,,135,192,199
Switzerland,1756,1333,5334,,20,3772,,20,4509,374,,3033,48450,119,75,78,730,44,140,9525,11,174,,58,1129,,41166,19,13295,,32,2439,206,306,1084,1637,2245,6669,,120,157,,4716,8082,,,5057,15,3193,,412,975,21387,1035,,204,9776,106,805,3655,38,66,4751,1470,3959,369,23,995,195,1595,,,133,3408,87249,,,136,157,293,161440,1464,,5583,,35,,,472,375,126,96,993,,250,11002,133,7360,2137,4686,3291,1367,,1754,208147,430,3892,279,224,1576,,176,39,724,422,3516,80,272,636,2790,383,1272,870,43,1121,31,173,127,,,74,1750,,2539,,116,148,0,,8362,709,110,127,,353,14877,,1017,244,72,1315,,,1612,15,1918,,258,158,356,4829,7161,9473,89576,,11,1430,155,,6255,5876,619,,,54,,,,,37,393,893,0,173,408,772,,3313,3460,,2647,4029,,54716,18837,275,426,67,44,6101,,1309,26,8699,36819,,454,,,191,5067,51936,18,,,367,1593,124,22512,522,19316,,950,96,,1787,7338,,,171,165,462
Syrian_Arab_Republic,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,244707,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,8485,,198,,,,,,,257,,,98,257,,,,,893,,,,,,,,,,,,38,,,,,,,77,,,,,,74,,,,,,,,,,,,,,238,,199,,,,,,,,,,,,,,,,,,,,872,205,,,,,,,,,,,,,,,,,935,,1813,97,,,,,,,,1101,,,,20042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,166,,37,,,,,57,178,,,,,,,58,,,,,2071,,,363565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,1175,1084,,,,3990,,477,,417,37,,18848,,,,,,,38,
Thailand,0,,,,,,,,,,,593,,,,,725,,,,,,,,,,,,,,,,,,,73756,,917,,,,,,58,,,,,,,,0,,,,,,0,0,429,,,,,0,,,,,0,,,,,1349,,,,,,2551,,,,,,,,,,,,,,,,,3389,545,0,0,,,,662,,10091,,,,,,,165019,,,,0,,,,,,,1293,,,,,,,,,,,,,,,,,229504,,,5763,151,,2439,,,,,,812,,1086,,,,,,1266,,53,,,469,,,,,0,,,,,,,,,0,,,,,809,,,,,2,,,,3781,0,0,,,249,370,,,,,,0,,,,,0,,,,0,,,21,,1640,,,,,,18879,,,0,,0
The_former_Yugoslav_Republic_of_Macedonia,,45001,,,,,,,,,,,,,,,,,,,,,,,,,4365,,,,,1075,,,,,,,,,,,,,,,,,,,,,1437,,,,54,,,,,,,,1969,,,,,,,,,,,,,,,,43,,,235,,,,,,,,,,,,82,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9247,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,24,217,,,,,,,,,,,,17950,,,,,38,258,,,,,,,,,,,,,,,,,,,,,,,11417,,,,,65,,,,,,,,,,,,,,,
Timor-Leste,,,,,,,,,,,,425,,,,,103,,,,,,,,,,,,152,,,,,,,,,,,,,,,928,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,139,,,,,,,,190,,,,,,591,,258,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,119,,,,,,,,,,,,,,,,,64,,,,,,162,,,,,
Togo,,,,,,,,,,,,,,,,,,,,24,,24038,,,,,,,,,,,6133,,19,,334,18,,179,342,,,247,,,,,123,,,1590,,,,,,,277,,,,,,,,50,,,,,,,,1816,,,430,510,,75,12685,,,,,,,,1553,62,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,1539,,,,68,,,,,,,,,,,,,,,,,,,10540,9708,,,,,,,,,,,,,,,,,,,,,880,,,,,,,,19,,483,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,
Tokelau,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad_and_Tobago,,,,,,,,,,,,,,,,,,2411,,,,,,,,,,,,,,,,,,,,963,,,,,,469,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,137,,,,,16589,,,,,,5140,,,,,,768,,,,,,,,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,,,,,,,,,,,187,,,,,,,,,,,,,1306,,11629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2157,,2430,,,,,1337,,,,,,
Tunisia,,,13757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,550,,,,,,,,,,,,,607,,,,,,,,,,3870,,,,,,903,,,,,,,,,,,,,,,,,,,,0,,,,1622,,,,,,,,,,,,,,1224,,,,,,,,200,,,,376,,,,,,,,,7275,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,,,,,,,,,,,,,,589,,,,,,375,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,
Turkey,7652,801,156,,,,,,34,192,,2910,6979,4062,,,79,,72,4703,,,,,,,6811,,83,18,,462767,,,,,,345,,,,,10,529,14,,11,,,,13,,53,10,,9195,274,7,7,814,,,,,2318,,,,27,23,,,,404,10280,,,,,1575,176820,34,,101752,,,11,0,,,,,,,,126,10,126,43,23816,33620,130,,658,1958,,972,217,1209,42,,69,423,,15,273,,,743,,63,11,,,64,,,10,,,,,,37,,,46,,,113,,18,,,,9916,,70,,,70,,,860,6,275,,,,,13,141,826,54,,7,124,564,,5018,11430,,,,,,,,,,3344,16,,,,48,,76,35,,114,71,,292,18,768,63,,18,1291,8109,5247,64,35,37647,,,,,,132,,492,,,,1011,3344,6483,53,12868,,10,1992,,9,7,,,16,,
Turkmenistan,,,,,,,,,,11250,,,,11793,,,,,3259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1567,,,,,,,,,,,,,,,,,,,2699,,,,,,,,,31036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12576,,,,,,,112171,,,,,,,,
Turks_and_Caicos_Islands,,,,,,,,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,454,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,
Uganda,,,,,,,,,,,,,,,,,50,,,45,,,,,,,,,,,,,,50561,,,,101,,,,,,142,,,,,,,,,,,,,,52,67995,176,,,,,,,,0,,168,,,,,250,,,,,,234,,,41,,,,,,,,,,,,,,1359,,,,,,,404,,71,,,33424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,,,,215,,,,,,,,,,224,,,,,,,,,,,61,,,,305,219499,,,,,,,,,,,,,,,,,,,392,,,61,,,126304,,,,,,,,,,,,,,,,,,,,,,1071,32638,503,,,,,,,,,,,
Ukraine,2552,,,,,,,,,35141,,,,81482,,,,,403448,,,,,,,,,,,,,2094,,,,,,,,,,,,7924,,,,,,,,,,,,,,,,,,,,,,,,,10585,,,,,,,,,,,76612,1308,,,,,,,,,,,,,,,,,4609,,2580,,,,4532,,,,4486,330947,,,,37304,,20185,2132,,,,,25282,,,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,3718,,,,,180029,,,5018098,,,,,,,,,,,,,,,,,,,,,,,,,1828,,,,,,4494,34861,,,,,,,,,1637,31201,,,,,,,,3308,,,131997,,,14964,,,,,
United_Arab_Emirates,1630,,,,,,,,,,,,,,,231,154869,,,,,,,,,,,,,,,,,,,,,,,,1063,,,,,,,,,,,,,,,,,,,,,,,,165980,,,3846,,2708,,,,,434,,,,,,,,,,,,,,,,,,,,,,,458294,46598,,,,,,,,,26078,,,,13095,,,,5513,,,,,,,,,,,,,,,,,,,,,,,,1948,,,,,1730,1320,,,,,1417,,,,,158710,,,,,,60107,,,,61,,,,,,,,,,,,,,,465,,,,,,,,,,2578,,3951,,44420,11602,32088,,,,,13462,,2228,,,,,,,1175,9781,,,,,,,12229,,3431,,,,,,,,,44514,,
United_Kingdom_of_Great_Britain_and_Northern_Ireland,2076,156,3594,,6,825,95,542,947,81,111,72426,20222,77,250,583,102380,21736,310,16085,1194,32,61457,11,158,,1816,1955,9560,47,388,1670,12,281,45,97,451,63555,150,42,25,18441,717,23384,72371,,5546,7,456,,50,388,1897,150,,76295,8523,0,1195,13911,33,941,72,423,22368,81,6,914,545,1086,38,158,483,5179,52367,,13,17,1354,76,213058,31872,11215,14266,9,1366,,,69,36,53,19978,21,,59,12192,419,399526,938,31563,15166,611877,9974,11935,88822,138898,27561,2469,121,109722,24,820,18,64,1160,8712,45,219,6468,7,1182,691,110,10474,42754,27,16,30631,,,3,22883,,704,,60,40,197,1290,8857,467,10359,172,0,828,28913,19,40222,31,13,45984,,,8506,281,228321,,68,147,70,567,21328,71908,19323,,148,1717,61,1,3873,4247,331,480,910,1153,,990,38,,11,4198,100,1586,2896,6161,33320,,1431,334,42,6078,66921,,37827,38424,,1489,36,118,10818,12338,2761,13,7189,347,330,76,,19,17191,2367,25947,12,17,,49648,3233,754,,29112,141818,21,134,73,16,555,19674,,,1745,16558,20857
United_Republic_of_Tanzania,,,,,,717,,,,,,,,,,,,,,,,,,,,,,80,,,,,,232210,,,,184,,,,,,,,,,343,15007,,,,,,,,,,19354,,,,,,,,,,,,,,,,,,,,,,605,,,,,,,,,,,,,,,,,4968,,,,,,,360,,,,,33613,,,,,,,79,,,,,,,7218,,,,,,,,113,,,,,,,,,144353,,370,,,,,,,,,,,,,407,,,,,,,,,,,,,,,,68609,,,,,,,,,,,,214,,,,,,,467,409,,,,,,,51,,,,,,,,,,,,,,,,,19706,,,682,,808,,,,,,,,,,18188,488
United_States_of_America,28444,5627,4629,,,2252,,12022,92563,41481,3363,42267,87673,9026,21633,,21414,43015,21579,34366,29957,,7972,,31303,,55354,,82489,,,8579,,,14368,118833,3161,744830,,,,,55681,773939,147131,5107,286124,,,,43530,1388,22927,736971,,10060,87020,,3387,34999,,19529,347858,143314,66313,465433,,11131,9210,34805,,,15935,22313,119233,,,,1485,6689,711929,20889,,177398,,17730,,,225739,1032,,120698,225393,,108923,110337,5071,450406,48387,210941,44916,169827,,86048,580592,334140,290128,31871,5816,14371,,8889,1509,171577,26179,86369,,11455,4037,,29745,2053,,,33834,,,9614,1086,,,,,4298014,2741,,,,3493,15541,,19835,,,2262,96198,,15415,168659,,55350,,,42240,,91889,,85737,,6057,144199,912674,388328,390588,1180383,,568397,10932,,91106,190654,,,7447,6959,,12824,11408,,,12632,2287,5763,,7217,12889,,,3347,,2437,34707,,76415,14022,21070,4423,2860,,53676,39130,36782,1693,106919,10469,,,,10668,115710,4101,55087,569,,,6684,154211,1656,640145,6282,,,20766,14633,,42119,543262,,,4933,2954,4767
United_States_Virgin_Islands,,,,,,,1113,4398,,,417,,,,,,,289,,,,,,,,330,,,,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219,533,,,,,,,,,,,,,,,,,,,,,,,463,,,,,,,188,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649,,,,,,,,,,,,,,,,,,,,,,,,,,3974,,,,,,,,,5828,2533,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475,,,,,,,,,,,14246,,,,,,,,,,,
Uruguay,,,,,,,,,14559,,,,,,,,,,,,,,,,,,,,10581,,,,,,,,,427,,,,,1161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865,,,,,,2573,,,,,,,,,,,,,,,,,,,,,,,,15780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719,,,,,,,,,,,,,,,,,,,,,,,,,,1241,555,,4067,1216,,,,,,811,,,,,,,,,,,,,,,,,,,,,,,,34478,,,,,,,,,,,,,,,,,,,,,,,,,535,,1525,,,,,773,,,,,,
Uzbekistan,,,,,,,,,,9213,,,,23261,,,,,37057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19362,,,,,,,,,,,,,,,,,,,,,,,,,,,,30344,,,,5481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4971,,,,,,,,,,330,,,,180213,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,154,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,239,,,,,,,,,,,,,
Venezuela_(Bolivarian_Republic_of),,17,84,,,167,,,9483,30,430,131,1020,,,,,241,,514,18,,,,2224,907,21,,4323,,,126,,,,,,981,,,,,22198,6458,507,,555578,,,,1661,,363,11559,,14,332,41,,128,,200,18280,24600,472,1017,,25,46,29,,,,64,4664,26,,,,12,4895,28,,1092,,436,,,579,,,4601,2013,,437,908,,229,52,201,68,55,,1035,64792,220,763,462,,,,63,,,124,7601,,,124,,130,,,,30,,,,,38,,,,2886,,,,241,,1551,47,,,,,649,,16,2526,,89,,,80,,12,,1470,,359,29635,143,803,71582,912,,245,,,774,597,,,,65,,107,,,,894,13,730,,,16,,21,91,,,70,,109078,,425,,106,,231,854,13833,,62,,,,,,3611,13,115,,,,,187,,1881,,11639,,6076,,,,10,,,,,14
Viet_Nam,,,,,,,,,,,,16,,,,,225,,,,,,,,,,,,,,,,,,,21150,,26,,,,,,612,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,116,793,,,,,,,,124,,,,,,,1033,,,,,,,,,,,13,,,,,,,,,,,,,,,,,963,,,106,,,,,,,,,,,30,,,,,,12,,,,,25,,,,,,,,,,,,,,,,,,,294,,,,,,,,,46,,,,,,,,,1218,,,,,,,,,,,,,,,256,,263,,,,,,,,,,,
Wallis_and_Futuna_Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,
Western_Sahara,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,,,,,495,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,,,,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8579,,,0,,15804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,36771,,,,,2562,18648,,,,,2238,,,,,,,,,,,,,,,,,,,,,,,,,706,,,,,
Zambia,,,,,,123777,,,,,,81,,,,,,,,,,,,,,,,469,,,,,,0,,,10,227,,,,,,100,,,,,116,,,,,,,,,,27297,,,,,,235,,,,,,,,,,65,,,,,,311,484,,,,,,,,,,,,,,,,4284,,,,,,,,,146,,,433,,,,,,,,,,,,,,17073,,,220,,,,,,,,,,,,,,41255,,2360,,,,,,,,160,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,115,,,,,,,,,,6328,,,,,,,,,,,,,,,,,,,,,,,,349,,,1987,6930,459,,,,,,,,,,,34625
Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,2945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68618,,,,,,,,,,,,,,,,,478855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11426,,,,,,,,,,,,,,,,,,,,,,,,,,,19136,,,,,,,,,,,,17966,
